id,image,title,date,location,beds,description,price,currency
1631152329,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8e/8e72760c-fc91-4806-9686-94fec039b7d8?rule=kijijica-200-jpg,"2 Bedroom, 1 Bathroom Apartment for Rent - 157 Jameson Avenue",31/08/2022,City of Toronto,2,Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ... 2 MONTHS FREE | For move-in on or before June 1. Call us TODAY!,2649.0,$
1628841303,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a4/a42ce4a6-4301-4d2c-8b46-db000694e3e6?rule=kijijica-200-jpg,Yonge / Finch Condo for rent (at Finch Subway),12/08/2022,City of Toronto,2 + Den,"2 bedrooms + 2 full bathrooms + Solarium is available for rent on September 1. 1045 Sq ft. 9th Floor. North exposure. Direct underground access to Finch Subway Station. New paint, Floor, Fridge, ...",2900.0,$
1632091058,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/64/647768cf-cfb8-42ab-a5fe-e1966c1ed5b0?rule=kijijica-200-jpg,Stunning Brand New 2 Bed 2 Bath unit with CN tower and lake view,08/09/2022,City of Toronto,2,"Stunning city, CN tower and water views!! Never lived in, 2 bedroom 2 bathroom condo with parking in the brand new Mirabella Condo Development. Top of the line finishes and appliances throughout. ...",3100.0,$
1631153130,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4f/4f8bdbb3-ecd2-48ac-a47d-6d3a7cc1eadc?rule=kijijica-200-jpg,2 Bedroom Suite | Newly Renovated| FMR FREE Call Today!,31/08/2022,City of Toronto,2,"Beautiful, and newly renovated Bachelor, one and two bedroom suites available now! Do not miss out on calling 50 Driftwood your home, Ruby Heights, located in the North York district of Toronto, has ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!",2269.0,$
1631150828,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fb/fbb2657c-7ad4-4428-b489-9f6006363f40?rule=kijijica-200-jpg,One Bedroom Suites  | Minto Yorkville for Rent,31/08/2022,City of Toronto,1,Utilities Included Heat Water Building Features Covered parking Elevators Social room Sauna Fitness room Wheelchair access Recreation room Public transit Shopping nearby Parks nearby Schools nearby ... Premium suites at Bay and Yorkville in Toronto,3209.0,$
1632225790,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1a/1aa2869e-7b04-4016-9835-b5f7bd8f47a2?rule=kijijica-200-jpg,Separate one-bedroom basement apartment,08/09/2022,Vaughan,1,"FROM 1 October. One bedroom basement apartment in a highly convenient neighborhood - Fully renovated - Сomplete deep tub with shower - Stove, Microwave, little fridge - Air Conditioning - Separate ...",1950.0,$
1629348058,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c5/c586b9ff-bf37-47e0-aa5c-656aad1fe088?rule=kijijica-200-jpg,Renovated 2 BR Unit in Prime Junction Area w/ Laundry,08/09/2022,Toronto,2,"Rarely offered 2 br 1 bathroom unit in 3 storey building at High Park Ave and Dundas St W. Absolutely prime junction location close to transit, grocery stores, local shops, cafes, restaurants, bars, ...",2350.0,$
1627845120,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/00/003713bd-f7fe-4e45-a9d1-34e4794373fe?rule=kijijica-200-jpg,1 Bedroom East York (St. Clair & Victoria Park Ave),08/09/2022,East York,1,2892 St. Clair Ave E O'Connor Dr/St. Clair Ave E *Please note that the suite photos in the listing are for illustrative purposes only. Suite finishes may vary by availability and suite type. Monthly ...,1948.0,$
1631276726,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3b/3b477417-9129-4b92-a153-5610a6539720?rule=kijijica-200-jpg,Fully Renovated 1 Bedroom near HWY 401!,08/09/2022,Toronto,1,"2450 & 2460 Weston Road (Toronto) Weston Rd. & HWY 401 Monthly rent: Starting from $2023/month Utilities: Heat and water included, hydro extra Parking: $125 per month/indoor and outdoor (based on ...",2023.0,$
1620781843,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d2/d2f0d9a3-a942-41d1-abbe-1d2cd5031cb4?rule=kijijica-200-jpg,Fully Upgraded 3 Bedroom Townhouse - Perfect home for families!,08/09/2022,City of Toronto,3,2029-2055 Victoria Park Avenue Victoria Park Ave. & Ellesmere Rd. Monthly rent: Starting from $3599 Parking: $130 per month/outdoor Suite Features: Thorough cleaning of every suite before move in ...,3599.0,$
